,report_date,bond,bond_yield
3275,2020-04-07,ZARGB10,10.979
9581,2020-04-07,ZARGB15,11.502
3266,2020-04-07,R208,4.95
10291,2020-04-07,ZARGB20,11.661
3265,2020-04-07,SATB12M,6.152
3267,2020-04-07,R2023,7.05
3258,2020-04-06,R2030,11.3
11000,2020-04-06,ZARGB25,12.066
3254,2020-04-06,SATB12M,6.152
3255,2020-04-06,R208,4.95
3256,2020-04-06,R2023,7.36
3257,2020-04-06,R186,10.35
3259,2020-04-06,R213,11.54
3260,2020-04-06,R209,11.925
3261,2020-04-06,ZARGB2,6.509
3262,2020-04-06,ZARGB3,7.439
3263,2020-04-06,ZARGB5,9.008
3264,2020-04-06,ZARGB10,11.338
9580,2020-04-06,ZARGB15,11.85
11710,2020-04-06,ZARGB30,12.004
10290,2020-04-06,ZARGB20,11.991
10999,2020-04-03,ZARGB25,12.132
3244,2020-04-03,R208,4.76
10289,2020-04-03,ZARGB20,12.07
3243,2020-04-03,SATB12M,6.152
3246,2020-04-03,R186,10.44
9579,2020-04-03,ZARGB15,11.931
3245,2020-04-03,R2023,7.41
3249,2020-04-03,R209,12.005
3247,2020-04-03,R2030,11.39
3250,2020-04-03,ZARGB2,6.484
3251,2020-04-03,ZARGB3,7.484
3252,2020-04-03,ZARGB5,9.073
11709,2020-04-03,ZARGB30,12.077
3248,2020-04-03,R213,11.63
3253,2020-04-03,ZARGB10,11.427
3237,2020-04-02,R213,11.405
3234,2020-04-02,R2023,7.105
3235,2020-04-02,R186,10.135
11708,2020-04-02,ZARGB30,11.89
3239,2020-04-02,ZARGB2,6.321
3238,2020-04-02,R209,11.785
3240,2020-04-02,ZARGB3,7.177
3241,2020-04-02,ZARGB5,8.766
3242,2020-04-02,ZARGB10,11.201
3232,2020-04-02,SATB12M,6.152
3233,2020-04-02,R208,4.76
3236,2020-04-02,R2030,11.165
10288,2020-04-02,ZARGB20,11.854
10998,2020-04-02,ZARGB25,11.939
9578,2020-04-02,ZARGB15,11.71
3228,2020-04-01,ZARGB2,6.259
3231,2020-04-01,ZARGB10,11.055
3225,2020-04-01,R2030,11.02
3224,2020-04-01,R186,9.94
3223,2020-04-01,R2023,6.99
3222,2020-04-01,R208,4.76
3221,2020-04-01,SATB12M,6.152
3229,2020-04-01,ZARGB3,7.058
3230,2020-04-01,ZARGB5,8.605
3226,2020-04-01,R213,11.26
11707,2020-04-01,ZARGB30,11.775
3227,2020-04-01,R209,11.67
9577,2020-04-01,ZARGB15,11.589
10997,2020-04-01,ZARGB25,11.824
10287,2020-04-01,ZARGB20,11.741
11706,2020-03-31,ZARGB30,11.735
10996,2020-03-31,ZARGB25,11.772
9576,2020-03-31,ZARGB15,11.544
3212,2020-03-31,R2023,6.95
3219,2020-03-31,ZARGB5,8.541
3218,2020-03-31,ZARGB3,7.015
3217,2020-03-31,ZARGB2,6.236
3216,2020-03-31,R209,11.63
3215,2020-03-31,R213,11.195
3214,2020-03-31,R2030,10.95
3213,2020-03-31,R186,9.86
3220,2020-03-31,ZARGB10,10.986
3210,2020-03-31,SATB12M,6.152
3211,2020-03-31,R208,4.76
10286,2020-03-31,ZARGB20,11.69
3208,2020-03-30,ZARGB5,9.009
3204,2020-03-30,R213,11.85
3206,2020-03-30,ZARGB2,6.434
3205,2020-03-30,R209,12.26
3199,2020-03-30,SATB12M,6.152
3203,2020-03-30,R2030,11.61
3201,2020-03-30,R2023,7.265
3200,2020-03-30,R208,4.91
10285,2020-03-30,ZARGB20,12.333
11705,2020-03-30,ZARGB30,12.35
3207,2020-03-30,ZARGB3,7.334
3202,2020-03-30,R186,10.46
10995,2020-03-30,ZARGB25,12.399
3209,2020-03-30,ZARGB10,11.644
9575,2020-03-30,ZARGB15,12.178
9574,2020-03-27,ZARGB15,12.155
3196,2020-03-27,ZARGB3,7.19
3188,2020-03-27,SATB12M,6.152
3189,2020-03-27,R208,4.95
3190,2020-03-27,R2023,7.125
3191,2020-03-27,R186,10.465
3192,2020-03-27,R2030,11.615
11704,2020-03-27,ZARGB30,12.305
3193,2020-03-27,R213,11.855
3197,2020-03-27,ZARGB5,8.941
3198,2020-03-27,ZARGB10,11.647
3194,2020-03-27,R209,12.23
3195,2020-03-27,ZARGB2,6.365
10284,2020-03-27,ZARGB20,12.278
10994,2020-03-27,ZARGB25,12.342
3185,2020-03-26,ZARGB3,7.033
3180,2020-03-26,R186,10.32
3181,2020-03-26,R2030,11.445
3179,2020-03-26,R2023,6.97
3178,2020-03-26,R208,4.84
3177,2020-03-26,SATB12M,6.163
3182,2020-03-26,R213,11.675
10993,2020-03-26,ZARGB25,12.114
3184,2020-03-26,ZARGB2,6.259
3183,2020-03-26,R209,12.01
3186,2020-03-26,ZARGB5,8.789
11703,2020-03-26,ZARGB30,12.09
9573,2020-03-26,ZARGB15,11.943
10283,2020-03-26,ZARGB20,12.087
3187,2020-03-26,ZARGB10,11.475
3172,2020-03-25,R209,12.24
3166,2020-03-25,SATB12M,6.163
3167,2020-03-25,R208,5.0
3168,2020-03-25,R2023,7.275
3170,2020-03-25,R2030,11.68
3171,2020-03-25,R213,11.93
3169,2020-03-25,R186,10.6
3173,2020-03-25,ZARGB2,6.453
11702,2020-03-25,ZARGB30,12.312
3174,2020-03-25,ZARGB3,7.335
9572,2020-03-25,ZARGB15,12.177
10992,2020-03-25,ZARGB25,12.343
10282,2020-03-25,ZARGB20,12.305
3176,2020-03-25,ZARGB10,11.712
3175,2020-03-25,ZARGB5,9.078
3165,2020-03-24,ZARGB10,12.374
3164,2020-03-24,ZARGB5,9.5
3161,2020-03-24,R209,13.02
3160,2020-03-24,R213,12.61
3159,2020-03-24,R2030,12.34
3158,2020-03-24,R186,11.15
3157,2020-03-24,R2023,7.55
3156,2020-03-24,R208,4.85
3155,2020-03-24,SATB12M,6.163
3162,2020-03-24,ZARGB2,6.556
3163,2020-03-24,ZARGB3,7.612
9571,2020-03-24,ZARGB15,12.937
10991,2020-03-24,ZARGB25,13.198
10281,2020-03-24,ZARGB20,13.143
11701,2020-03-24,ZARGB30,13.167
3145,2020-03-23,R208,5.115
3149,2020-03-23,R213,12.55
10280,2020-03-23,ZARGB20,13.241
3144,2020-03-23,SATB12M,6.163
10990,2020-03-23,ZARGB25,13.319
9570,2020-03-23,ZARGB15,12.984
3147,2020-03-23,R186,11.07
3148,2020-03-23,R2030,12.29
3154,2020-03-23,ZARGB10,12.322
3153,2020-03-23,ZARGB5,9.555
3152,2020-03-23,ZARGB3,7.825
3151,2020-03-23,ZARGB2,6.732
3146,2020-03-23,R2023,7.77
3150,2020-03-23,R209,13.095
11700,2020-03-23,ZARGB30,13.295
3142,2020-03-20,ZARGB5,9.066
9569,2020-03-20,ZARGB15,12.375
3135,2020-03-20,R2023,7.45
10279,2020-03-20,ZARGB20,12.644
3136,2020-03-20,R186,10.45
3137,2020-03-20,R2030,11.67
3138,2020-03-20,R213,11.93
3139,2020-03-20,R209,12.49
10989,2020-03-20,ZARGB25,12.745
3140,2020-03-20,ZARGB2,6.508
3141,2020-03-20,ZARGB3,7.493
3134,2020-03-20,R208,4.9
3143,2020-03-20,ZARGB10,11.7
3133,2020-03-20,SATB12M,6.163
11699,2020-03-20,ZARGB30,12.72
3126,2020-03-19,R2030,11.55
3123,2020-03-19,R208,5.35
3125,2020-03-19,R186,10.33
10988,2020-03-19,ZARGB25,12.64
3127,2020-03-19,R213,11.82
3128,2020-03-19,R209,12.36
9568,2020-03-19,ZARGB15,12.249
3122,2020-03-19,SATB12M,6.581
3129,2020-03-19,ZARGB2,6.658
3130,2020-03-19,ZARGB3,7.371
3124,2020-03-19,R2023,7.33
11698,2020-03-19,ZARGB30,12.615
10278,2020-03-19,ZARGB20,12.524
3131,2020-03-19,ZARGB5,8.944
3132,2020-03-19,ZARGB10,11.581
3120,2020-03-18,ZARGB5,8.675
3115,2020-03-18,R2030,11.28
3112,2020-03-18,R208,5.825
3121,2020-03-18,ZARGB10,11.309
3116,2020-03-18,R213,11.54
11697,2020-03-18,ZARGB30,12.293
10987,2020-03-18,ZARGB25,12.311
10277,2020-03-18,ZARGB20,12.2
3119,2020-03-18,ZARGB3,7.128
3113,2020-03-18,R2023,7.09
3114,2020-03-18,R186,10.04
3118,2020-03-18,ZARGB2,6.652
3111,2020-03-18,SATB12M,6.581
9567,2020-03-18,ZARGB15,11.929
3117,2020-03-18,R209,12.03
9566,2020-03-17,ZARGB15,11.428
3110,2020-03-17,ZARGB10,10.763
3109,2020-03-17,ZARGB5,8.13
3108,2020-03-17,ZARGB3,6.625
3107,2020-03-17,ZARGB2,6.397
10986,2020-03-17,ZARGB25,11.841
11696,2020-03-17,ZARGB30,11.823
3105,2020-03-17,R213,10.995
3104,2020-03-17,R2030,10.735
3103,2020-03-17,R186,9.46
3102,2020-03-17,R2023,6.59
10276,2020-03-17,ZARGB20,11.73
3101,2020-03-17,R208,5.825
3100,2020-03-17,SATB12M,6.581
3106,2020-03-17,R209,11.54
3096,2020-03-16,ZARGB2,6.398
10275,2020-03-16,ZARGB20,11.741
11695,2020-03-16,ZARGB30,11.84
3097,2020-03-16,ZARGB3,6.623
10985,2020-03-16,ZARGB25,11.852
3090,2020-03-16,R208,5.83
3091,2020-03-16,R2023,6.59
3092,2020-03-16,R186,9.48
3093,2020-03-16,R2030,10.74
3094,2020-03-16,R213,11.005
3095,2020-03-16,R209,11.55
9565,2020-03-16,ZARGB15,11.437
3099,2020-03-16,ZARGB10,10.768
3098,2020-03-16,ZARGB5,8.139
3089,2020-03-16,SATB12M,6.581
11694,2020-03-13,ZARGB30,11.01
3081,2020-03-13,R186,8.835
10274,2020-03-13,ZARGB20,10.922
3088,2020-03-13,ZARGB10,9.98
3083,2020-03-13,R213,10.21
3084,2020-03-13,R209,10.755
3082,2020-03-13,R2030,9.955
10984,2020-03-13,ZARGB25,11.022
3085,2020-03-13,ZARGB2,6.369
3078,2020-03-13,SATB12M,6.581
3079,2020-03-13,R208,5.87
3080,2020-03-13,R2023,6.515
3086,2020-03-13,ZARGB3,6.537
3087,2020-03-13,ZARGB5,7.753
9564,2020-03-13,ZARGB15,10.641
3073,2020-03-12,R209,10.61
3072,2020-03-12,R213,10.05
3074,2020-03-12,ZARGB2,6.319
3077,2020-03-12,ZARGB10,9.811
3076,2020-03-12,ZARGB5,7.615
3075,2020-03-12,ZARGB3,6.42
3070,2020-03-12,R186,8.68
3071,2020-03-12,R2030,9.785
10273,2020-03-12,ZARGB20,10.779
11693,2020-03-12,ZARGB30,10.875
10983,2020-03-12,ZARGB25,10.887
9563,2020-03-12,ZARGB15,10.493
3068,2020-03-12,R208,5.99
3069,2020-03-12,R2023,6.4
3067,2020-03-12,SATB12M,6.492
3061,2020-03-11,R213,9.485
10982,2020-03-11,ZARGB25,10.427
9562,2020-03-11,ZARGB15,9.995
3056,2020-03-11,SATB12M,6.492
3057,2020-03-11,R208,6.08
3058,2020-03-11,R2023,6.245
3059,2020-03-11,R186,8.145
3060,2020-03-11,R2030,9.225
10272,2020-03-11,ZARGB20,10.304
3062,2020-03-11,R209,10.13
3063,2020-03-11,ZARGB2,6.264
3064,2020-03-11,ZARGB3,6.26
3065,2020-03-11,ZARGB5,7.256
3066,2020-03-11,ZARGB10,9.249
11692,2020-03-11,ZARGB30,10.415
3045,2020-03-10,SATB12M,6.492
3051,2020-03-10,R209,10.05
3052,2020-03-10,ZARGB2,6.249
3046,2020-03-10,R208,6.08
3047,2020-03-10,R2023,6.215
3048,2020-03-10,R186,8.09
10981,2020-03-10,ZARGB25,10.362
3053,2020-03-10,ZARGB3,6.228
9561,2020-03-10,ZARGB15,9.915
3049,2020-03-10,R2030,9.145
10271,2020-03-10,ZARGB20,10.232
11691,2020-03-10,ZARGB30,10.35
3054,2020-03-10,ZARGB5,7.212
3050,2020-03-10,R213,9.405
3055,2020-03-10,ZARGB10,9.169
3040,2020-03-09,R209,10.095
11690,2020-03-09,ZARGB30,10.378
3044,2020-03-09,ZARGB10,9.232
3043,2020-03-09,ZARGB5,7.284
3042,2020-03-09,ZARGB3,6.282
3041,2020-03-09,ZARGB2,6.274
3039,2020-03-09,R213,9.46
10980,2020-03-09,ZARGB25,10.396
3034,2020-03-09,SATB12M,6.492
9560,2020-03-09,ZARGB15,9.961
3035,2020-03-09,R208,6.07
3036,2020-03-09,R2023,6.27
3037,2020-03-09,R186,8.18
10270,2020-03-09,ZARGB20,10.265
3038,2020-03-09,R2030,9.21
11689,2020-03-06,ZARGB30,10.243
3024,2020-03-06,R208,6.1
9559,2020-03-06,ZARGB15,9.813
3030,2020-03-06,ZARGB2,6.257
3023,2020-03-06,SATB12M,6.492
3026,2020-03-06,R186,8.0
3027,2020-03-06,R2030,9.035
3028,2020-03-06,R213,9.285
3029,2020-03-06,R209,9.955
3025,2020-03-06,R2023,6.22
3031,2020-03-06,ZARGB3,6.228
3032,2020-03-06,ZARGB5,7.161
3033,2020-03-06,ZARGB10,9.055
10269,2020-03-06,ZARGB20,10.127
10979,2020-03-06,ZARGB25,10.261
3013,2020-03-05,R208,6.03
3022,2020-03-05,ZARGB10,8.865
3021,2020-03-05,ZARGB5,7.035
3020,2020-03-05,ZARGB3,6.129
3019,2020-03-05,ZARGB2,6.219
3018,2020-03-05,R209,9.795
3017,2020-03-05,R213,9.1
3016,2020-03-05,R2030,8.845
3015,2020-03-05,R186,7.835
3014,2020-03-05,R2023,6.14
3012,2020-03-05,SATB12M,6.57
10978,2020-03-05,ZARGB25,10.115
11688,2020-03-05,ZARGB30,10.09
9558,2020-03-05,ZARGB15,9.647
10268,2020-03-05,ZARGB20,9.975
3011,2020-03-04,ZARGB10,8.873
3004,2020-03-04,R186,7.82
3001,2020-03-04,SATB12M,6.57
9557,2020-03-04,ZARGB15,9.638
10267,2020-03-04,ZARGB20,9.969
3002,2020-03-04,R208,6.0
3003,2020-03-04,R2023,6.09
3005,2020-03-04,R2030,8.855
3006,2020-03-04,R213,9.095
3007,2020-03-04,R209,9.785
3008,2020-03-04,ZARGB2,6.186
3009,2020-03-04,ZARGB3,6.078
3010,2020-03-04,ZARGB5,7.002
11687,2020-03-04,ZARGB30,10.088
10977,2020-03-04,ZARGB25,10.106
2998,2020-03-03,ZARGB3,6.234
10266,2020-03-03,ZARGB20,10.135
9556,2020-03-03,ZARGB15,9.818
3000,2020-03-03,ZARGB10,9.087
2999,2020-03-03,ZARGB5,7.182
10976,2020-03-03,ZARGB25,10.272
2997,2020-03-03,ZARGB2,6.273
2991,2020-03-03,R208,6.04
11686,2020-03-03,ZARGB30,10.26
2995,2020-03-03,R213,9.295
2990,2020-03-03,SATB12M,6.57
2996,2020-03-03,R209,9.96
2992,2020-03-03,R2023,6.245
2993,2020-03-03,R186,8.025
2994,2020-03-03,R2030,9.07
2989,2020-03-02,ZARGB10,9.171
2988,2020-03-02,ZARGB5,7.31
2987,2020-03-02,ZARGB3,6.39
2985,2020-03-02,R209,9.985
2984,2020-03-02,R213,9.375
2983,2020-03-02,R2030,9.155
2982,2020-03-02,R186,8.13
2981,2020-03-02,R2023,6.4
2980,2020-03-02,R208,6.06
2979,2020-03-02,SATB12M,6.57
2986,2020-03-02,ZARGB2,6.354
10975,2020-03-02,ZARGB25,10.295
11685,2020-03-02,ZARGB30,10.295
9555,2020-03-02,ZARGB15,9.854
10265,2020-03-02,ZARGB20,10.165
2978,2020-02-28,ZARGB10,9.078
9554,2020-02-28,ZARGB15,9.769
10264,2020-02-28,ZARGB20,10.086
2968,2020-02-28,SATB12M,6.57
10974,2020-02-28,ZARGB25,10.215
11684,2020-02-28,ZARGB30,10.215
2970,2020-02-28,R2023,6.535
2977,2020-02-28,ZARGB5,7.355
2974,2020-02-28,R209,9.905
2971,2020-02-28,R186,8.1
2972,2020-02-28,R2030,9.065
2973,2020-02-28,R213,9.275
2969,2020-02-28,R208,6.09
2975,2020-02-28,ZARGB2,6.428
2976,2020-02-28,ZARGB3,6.524
2965,2020-02-27,ZARGB3,6.356
2964,2020-02-27,ZARGB2,6.367
2963,2020-02-27,R209,9.64
11683,2020-02-27,ZARGB30,9.987
2961,2020-02-27,R2030,8.76
2966,2020-02-27,ZARGB5,7.126
2958,2020-02-27,R208,6.07
2960,2020-02-27,R186,7.815
2959,2020-02-27,R2023,6.37
2962,2020-02-27,R213,8.985
2967,2020-02-27,ZARGB10,8.774
10973,2020-02-27,ZARGB25,9.969
9553,2020-02-27,ZARGB15,9.498
10263,2020-02-27,ZARGB20,9.838
2955,2020-02-26,ZARGB3,6.313
2950,2020-02-26,R186,7.75
10972,2020-02-26,ZARGB25,9.919
11682,2020-02-26,ZARGB30,9.937
2956,2020-02-26,ZARGB5,7.069
2948,2020-02-26,R208,6.16
2949,2020-02-26,R2023,6.325
2953,2020-02-26,R209,9.575
2951,2020-02-26,R2030,8.69
2952,2020-02-26,R213,8.91
10262,2020-02-26,ZARGB20,9.779
9552,2020-02-26,ZARGB15,9.431
2954,2020-02-26,ZARGB2,6.369
2957,2020-02-26,ZARGB10,8.703
2946,2020-02-25,ZARGB5,7.176
2944,2020-02-25,ZARGB2,6.448
2943,2020-02-25,R209,9.665
2942,2020-02-25,R213,9.01
2941,2020-02-25,R2030,8.79
2940,2020-02-25,R186,7.855
2939,2020-02-25,R2023,6.435
2938,2020-02-25,R208,6.26
2947,2020-02-25,ZARGB10,8.802
2945,2020-02-25,ZARGB3,6.425
11681,2020-02-25,ZARGB30,10.022
10971,2020-02-25,ZARGB25,10.004
10261,2020-02-25,ZARGB20,9.869
9551,2020-02-25,ZARGB15,9.523
2937,2020-02-24,ZARGB10,8.841
2935,2020-02-24,ZARGB3,6.45
10970,2020-02-24,ZARGB25,10.019
2934,2020-02-24,ZARGB2,6.46
2933,2020-02-24,R209,9.695
2932,2020-02-24,R213,9.045
2931,2020-02-24,R2030,8.83
2930,2020-02-24,R186,7.9
2929,2020-02-24,R2023,6.46
10260,2020-02-24,ZARGB20,9.891
9550,2020-02-24,ZARGB15,9.553
2928,2020-02-24,R208,6.26
11680,2020-02-24,ZARGB30,10.037
2936,2020-02-24,ZARGB5,7.21
2927,2020-02-21,SATB12M,6.67
2925,2020-02-21,ZARGB10,8.82
2924,2020-02-21,ZARGB5,7.204
2923,2020-02-21,ZARGB3,6.453
2922,2020-02-21,ZARGB2,6.348
2921,2020-02-21,R209,9.69
2920,2020-02-21,R213,9.03
2919,2020-02-21,R2030,8.81
2918,2020-02-21,R186,7.9
2917,2020-02-21,R2023,6.455
2916,2020-02-21,R208,6.255
11679,2020-02-21,ZARGB30,10.02
10969,2020-02-21,ZARGB25,10.008
10259,2020-02-21,ZARGB20,9.878
9549,2020-02-21,ZARGB15,9.545
11678,2020-02-20,ZARGB30,10.082
2906,2020-02-20,R208,6.37
2915,2020-02-20,ZARGB10,8.864
2912,2020-02-20,ZARGB2,6.437
2911,2020-02-20,R209,9.74
2910,2020-02-20,R213,9.07
2909,2020-02-20,R2030,8.855
2908,2020-02-20,R186,7.935
2907,2020-02-20,R2023,6.515
9548,2020-02-20,ZARGB15,9.593
2913,2020-02-20,ZARGB3,6.513
10258,2020-02-20,ZARGB20,9.932
10968,2020-02-20,ZARGB25,10.064
2914,2020-02-20,ZARGB5,7.251
2905,2020-02-19,ZARGB10,8.889
2904,2020-02-19,ZARGB5,7.304
2903,2020-02-19,ZARGB3,6.589
2902,2020-02-19,ZARGB2,6.542
2900,2020-02-19,R213,9.11
2899,2020-02-19,R2030,8.88
2898,2020-02-19,R186,7.97
2901,2020-02-19,R209,9.8
2896,2020-02-19,R208,6.5
11677,2020-02-19,ZARGB30,10.142
9547,2020-02-19,ZARGB15,9.648
10257,2020-02-19,ZARGB20,9.987
10967,2020-02-19,ZARGB25,10.124
2897,2020-02-19,R2023,6.59
2894,2020-02-18,ZARGB5,7.347
2893,2020-02-18,ZARGB3,6.643
2892,2020-02-18,ZARGB2,6.567
2891,2020-02-18,R209,9.85
2890,2020-02-18,R213,9.15
2889,2020-02-18,R2030,8.92
2888,2020-02-18,R186,8.005
2895,2020-02-18,ZARGB10,8.929
2887,2020-02-18,R2023,6.645
2886,2020-02-18,R208,6.5
10966,2020-02-18,ZARGB25,10.193
9546,2020-02-18,ZARGB15,9.695
10256,2020-02-18,ZARGB20,10.038
11676,2020-02-18,ZARGB30,10.205
10965,2020-02-17,ZARGB25,10.148
2883,2020-02-17,ZARGB3,6.628
2876,2020-02-17,R208,6.5
2877,2020-02-17,R2023,6.63
2878,2020-02-17,R186,7.985
2879,2020-02-17,R2030,8.89
2881,2020-02-17,R209,9.81
2882,2020-02-17,ZARGB2,6.56
2880,2020-02-17,R213,9.12
2884,2020-02-17,ZARGB5,7.329
10255,2020-02-17,ZARGB20,9.999
9545,2020-02-17,ZARGB15,9.657
11675,2020-02-17,ZARGB30,10.16
2885,2020-02-17,ZARGB10,8.898
2871,2020-02-14,R209,9.75
2866,2020-02-14,R208,6.5
2867,2020-02-14,R2023,6.605
2868,2020-02-14,R186,7.945
2869,2020-02-14,R2030,8.84
2870,2020-02-14,R213,9.075
2874,2020-02-14,ZARGB5,7.293
2872,2020-02-14,ZARGB2,6.548
2873,2020-02-14,ZARGB3,6.603
2875,2020-02-14,ZARGB10,8.847
11674,2020-02-14,ZARGB30,10.1
9544,2020-02-14,ZARGB15,9.599
10964,2020-02-14,ZARGB25,10.088
10254,2020-02-14,ZARGB20,9.936
2863,2020-02-13,ZARGB3,6.637
11673,2020-02-13,ZARGB30,10.165
2865,2020-02-13,ZARGB10,8.891
2857,2020-02-13,R2023,6.64
2858,2020-02-13,R186,7.98
2859,2020-02-13,R2030,8.885
2860,2020-02-13,R213,9.12
2861,2020-02-13,R209,9.805
2862,2020-02-13,ZARGB2,6.564
2856,2020-02-13,R208,6.5
10963,2020-02-13,ZARGB25,10.152
9543,2020-02-13,ZARGB15,9.652
10253,2020-02-13,ZARGB20,9.991
2864,2020-02-13,ZARGB5,7.327
2849,2020-02-12,R2030,8.87
2850,2020-02-12,R213,9.11
2854,2020-02-12,ZARGB5,7.319
2852,2020-02-12,ZARGB2,6.561
2847,2020-02-12,R2023,6.635
2853,2020-02-12,ZARGB3,6.632
2846,2020-02-12,R208,6.5
10962,2020-02-12,ZARGB25,10.137
2851,2020-02-12,R209,9.79
2848,2020-02-12,R186,7.97
2855,2020-02-12,ZARGB10,8.875
9542,2020-02-12,ZARGB15,9.637
10252,2020-02-12,ZARGB20,9.976
11672,2020-02-12,ZARGB30,10.15
2841,2020-02-11,R209,9.805
11671,2020-02-11,ZARGB30,10.16
9541,2020-02-11,ZARGB15,9.651
10961,2020-02-11,ZARGB25,10.147
2837,2020-02-11,R2023,6.63
2838,2020-02-11,R186,7.98
2839,2020-02-11,R2030,8.87
2840,2020-02-11,R213,9.12
2836,2020-02-11,R208,6.5
2842,2020-02-11,ZARGB2,6.559
2844,2020-02-11,ZARGB5,7.321
2845,2020-02-11,ZARGB10,8.875
10251,2020-02-11,ZARGB20,9.99
2843,2020-02-11,ZARGB3,6.627
2829,2020-02-10,R2030,8.9
11670,2020-02-10,ZARGB30,10.21
10250,2020-02-10,ZARGB20,10.032
10960,2020-02-10,ZARGB25,10.197
2826,2020-02-10,R208,6.5
2827,2020-02-10,R2023,6.655
2828,2020-02-10,R186,8.025
2830,2020-02-10,R213,9.155
2831,2020-02-10,R209,9.85
2832,2020-02-10,ZARGB2,6.57
2833,2020-02-10,ZARGB3,6.651
2834,2020-02-10,ZARGB5,7.355
2835,2020-02-10,ZARGB10,8.905
9540,2020-02-10,ZARGB15,9.693
10959,2020-02-07,ZARGB25,10.122
9539,2020-02-07,ZARGB15,9.633
2817,2020-02-07,R2023,6.63
2816,2020-02-07,R208,6.5
2823,2020-02-07,ZARGB3,6.626
2818,2020-02-07,R186,7.97
2820,2020-02-07,R213,9.115
10249,2020-02-07,ZARGB20,9.967
2825,2020-02-07,ZARGB10,8.863
2824,2020-02-07,ZARGB5,7.312
2819,2020-02-07,R2030,8.86
2822,2020-02-07,ZARGB2,6.558
11669,2020-02-07,ZARGB30,10.135
2821,2020-02-07,R209,9.785
2808,2020-02-06,R186,7.905
2807,2020-02-06,R2023,6.58
10958,2020-02-06,ZARGB25,10.037
10248,2020-02-06,ZARGB20,9.884
2815,2020-02-06,ZARGB10,8.812
2814,2020-02-06,ZARGB5,7.253
2813,2020-02-06,ZARGB3,6.577
2812,2020-02-06,ZARGB2,6.536
2811,2020-02-06,R209,9.71
9538,2020-02-06,ZARGB15,9.561
11668,2020-02-06,ZARGB30,10.05
2810,2020-02-06,R213,9.055
2809,2020-02-06,R2030,8.81
2806,2020-02-06,R208,6.5
2803,2020-02-05,ZARGB3,6.533
2802,2020-02-05,ZARGB2,6.504
2801,2020-02-05,R209,9.7
2800,2020-02-05,R213,9.07
10247,2020-02-05,ZARGB20,9.874
2799,2020-02-05,R2030,8.825
2798,2020-02-05,R186,7.905
11667,2020-02-05,ZARGB30,10.03
2796,2020-02-05,R208,6.48
10957,2020-02-05,ZARGB25,10.03
9537,2020-02-05,ZARGB15,9.556
2804,2020-02-05,ZARGB5,7.23
2805,2020-02-05,ZARGB10,8.826
2797,2020-02-05,R2023,6.535
2791,2020-02-04,R209,9.745
2792,2020-02-04,ZARGB2,6.529
2793,2020-02-04,ZARGB3,6.586
2794,2020-02-04,ZARGB5,7.281
2795,2020-02-04,ZARGB10,8.881
10246,2020-02-04,ZARGB20,9.919
2790,2020-02-04,R213,9.125
2789,2020-02-04,R2030,8.88
2788,2020-02-04,R186,7.955
2787,2020-02-04,R2023,6.59
2786,2020-02-04,R208,6.48
10956,2020-02-04,ZARGB25,10.078
9536,2020-02-04,ZARGB15,9.603
11666,2020-02-04,ZARGB30,10.065
2783,2020-02-03,ZARGB3,6.567
2785,2020-02-03,ZARGB10,8.895
2778,2020-02-03,R186,7.95
2779,2020-02-03,R2030,8.895
2780,2020-02-03,R213,9.125
2781,2020-02-03,R209,9.735
2782,2020-02-03,ZARGB2,6.52
2784,2020-02-03,ZARGB5,7.268
2777,2020-02-03,R2023,6.57
2776,2020-02-03,R208,6.48
10245,2020-02-03,ZARGB20,9.915
9535,2020-02-03,ZARGB15,9.595
10955,2020-02-03,ZARGB25,10.083
11665,2020-02-03,ZARGB30,10.07
2766,2020-01-31,R208,6.5
2768,2020-01-31,R186,8.015
2767,2020-01-31,R2023,6.66
2771,2020-01-31,R209,9.77
2770,2020-01-31,R213,9.19
10244,2020-01-31,ZARGB20,9.94
11664,2020-01-31,ZARGB30,10.095
2769,2020-01-31,R2030,8.97
2926,2020-01-31,SATB12M,6.9
2773,2020-01-31,ZARGB3,6.653
2774,2020-01-31,ZARGB5,7.342
2775,2020-01-31,ZARGB10,8.967
10954,2020-01-31,ZARGB25,10.108
9534,2020-01-31,ZARGB15,9.636
2772,2020-01-31,ZARGB2,6.57
10243,2020-01-30,ZARGB20,9.962
2757,2020-01-30,R2023,6.74
11663,2020-01-30,ZARGB30,10.123
10953,2020-01-30,ZARGB25,10.129
9533,2020-01-30,ZARGB15,9.656
2756,2020-01-30,R208,6.58
2759,2020-01-30,R2030,8.995
2758,2020-01-30,R186,8.035
2760,2020-01-30,R213,9.21
2761,2020-01-30,R209,9.79
2762,2020-01-30,ZARGB2,6.65
2763,2020-01-30,ZARGB3,6.733
2764,2020-01-30,ZARGB5,7.391
2765,2020-01-30,ZARGB10,8.992
10242,2020-01-29,ZARGB20,9.983
11662,2020-01-29,ZARGB30,10.15
2747,2020-01-29,R2023,6.74
2746,2020-01-29,R208,6.58
2749,2020-01-29,R2030,9.0
9532,2020-01-29,ZARGB15,9.669
10952,2020-01-29,ZARGB25,10.15
2755,2020-01-29,ZARGB10,8.996
2754,2020-01-29,ZARGB5,7.383
2753,2020-01-29,ZARGB3,6.733
2752,2020-01-29,ZARGB2,6.649
